,title,budget,production_companies,popularity,imdb_score,names
4741,Secrets & Lies,6025,"Thin Man Films, CiBy 2000, Film4 Productions",11.161,7.27,Kleppsspítalinn
4742,American Gigolo,937,"Paramount, Freddie Fields Productions",15.119,2.92,Terkel in Trouble
4743,USS Indianapolis: Men of Courage,3234,"Union Patriot Capital Management, Saturn Films, Patriot Pictures, Hannibal Pictures, MVP Films, USS Indianapolis Production",27.186,6.86,First Prince 2
4744,I Still See You,1797,"Reliance Entertainment, Gold Circle Films, Lionsgate, Good Universe, Motion Picture Capital",9.952,7.52,A Place under the Sun
4745,The Silencing,7548,"Anova Pictures, Silencing Canada Productions, Wildling Pictures, Madrona Drive",18.874,1.32,Point Me Toward Tomorrow
4746,The Wretched,400,Cailleach Productions,11.526,2.49,Bhargavi Nilayam
4747,The Fly II,1328,"Brooksfilms, 20th Century Fox",15.703,6.83,Murder in High Heels
4748,Marshall,1900,Chestnut Ridge,11.03,3.85,Persistent Disturbance
4749,Pontypool,569,"Ponty Up Pictures, Shadow Shows",11.135,7.83,Tottenham Hotspur 2009/2010 Season Review
4750,The Man Who Would Be King,3630,"Persky-Bright Productions, Devon",13.367,7.1,Message From Budapest
4751,Very Bad Things,6145,"VBT Productions, Initial Entertainment Group, Interscope Communications, Ballpark Productions Partnership, PolyGram Filmed Entertainment",13.899,8.76,Ridendo e scherzando
4752,Sonatine,6595,"Shochiku, Bandai Visual",13.059,1.13,Just Say Goodbye
4753,Kill the Irishman,9195,"Anchor Bay Films, Dundee Entertainment, Code Entertainment, Sweet William Productions",13.558,9.85,Challenge
4754,Spies Like Us,3772,"AAR Films, Warner Bros. Pictures",13.993,7.68,Seduce Your Dad Type 8
4755,Let Him Go,277,"Mazur / Kaplan Company, Focus Features",14.235,9.58,Angelfish
4756,To Live and Die in L.A.,8241,"United Artists, SLM Production Group, New Century Productions",19.856,6.7,Merry & Bright
4757,The Cannonball Run,8136,"Albert S. Ruddy Productions, 20th Century Fox, Orange Sky Golden Harvest",14.514,8.24,Seal Team Sex
4758,Backcountry,4923,Fella Films,16.757,7.72,11-M. Historia de un atentado
4759,Watership Down,6971,"AVCO Embassy Pictures, Nepenthe Productions, Watership Productions",13.231,2.12,George
4760,Candy,2752,"Paradigm Hyde Films, Film Finance Group, New South Wales Film & Television Office, Renaissance Films",10.647,9.85,Barefoot
4761,Bliss,2741,"Amazon Studios, Endgame Entertainment, Big Indie Pictures",11.398,9.33,Social
4762,Lost River,8166,"Bold Films, Marc Platt Productions, Phantasma Films",13.903,5.28,Red Rocks Homecoming
4763,Noelle,27,Walt Disney Pictures,9.486,5.85,Limp Bizkit - Live at Woodstock '99
4764,Ordinary People,7955,"Paramount, Wildwood Enterprises",13.498,5.14,Lady Whirlwind
4765,The Verdict,5116,20th Century Fox,16.123,7.25,Dxb Call Girls ~| 0588953045 ~| Call Girls In Dxb Dubai
4766,Crocodile Dundee in Los Angeles,8545,"Bungalow Productions, Silver Lion Films, Vision View Entertainment",12.786,2.56,The Miracle Rider
4767,Third Person,5023,"Corsan, Hwy61, Volten, Lailaps Pictures, Filmfinance XII, Apulia Film Commission",15.334,7.15,Med rett til å drepe
4768,No One Lives,1768,"Pathe, WWE Studios, Milk & Media, Constance Media",17.917,5.15,Toast with the Gods
4769,Young Sherlock Holmes,4210,"Amblin Entertainment, Paramount",15.231,8.6,Pegadas de zila
4770,Problem Child 2,1720,"Imagine Entertainment, Universal Pictures",21.519,2.75,Assaman
4771,Polytechnique,2,"Don Carmody Productions, Remstar Productions",25.076,9.15,The Foxy Ladies
4772,The Sun Is Also a Star,6503,Alloy Entertainment,8.372,5.09,After We Met Again
4773,Open Season 3,4994,"Sony Pictures Animation, Reel FX Creative Studios",25.53,3.02,A Odisséia de Um Cadáver
4774,Grace of Monaco,2449,"Stone Angels, Gaumont, TF1 Films Production, Lucky Red, uFilm, Silver Reel, uMedia, Od Shots, YRF Entertainment, Canal+",12.856,4.31,Big Time
4775,The War of the Worlds,1310,Paramount,15.562,7.12,Vintage World Series Films: Minnesota Twins
4776,Hobo with a Shotgun,5593,"Yer Dead Productions, Rhombus Media, Téléfilm Canada, Whizbang Films",10.564,3.82,Monster High: The Movie
4777,The Greatest Beer Run Ever,9350,Skydance,22.266,1.98,Sojourn A visual Proverb
4778,Sea of Love,9278,Universal Pictures,12.452,1.15,Cake
4779,Samsara,1663,"Magidson Films, Oscilloscope",10.146,4.89,Khúc Mưa
4780,The Missing,3919,"Columbia Pictures, Imagine Entertainment, Revolution Studios, Daniel Ostroff Productions",19.729,7.88,Seawater
4781,By the Sea,6019,"Pellikola Limited, Plan B Entertainment, Jolie Pas",7.928,5.52,The Flintstones in Viva Rock Vegas
4782,Being the Ricardos,8737,"Amazon Studios, Big Indie Pictures, Escape Artists",8.426,1.02,UNIT PLUS VIDEO 1
4783,Anything Else,5520,"Granada Productions, Perdido Prod., DreamWorks Pictures, Canal+",9.588,9.35,10 Rounds - Sample Workout
4784,Sentinelle,8848,Labyrinthe Films,12.812,5.31,Nice & naughty 3
4785,Nights in Rodanthe,6172,"Village Roadshow Pictures, Di Novi Pictures, Warner Bros. Pictures",13.734,3.88,Prodej
4786,Career Opportunities,224,Hughes Entertainment,29.906,5.25,A Copy of My Mind
4787,Furry Vengeance,433,Robert Simonds Productions,13.104,7.51,MDUD-357 Raw Amateur Doll R 20
4788,Godmothered,7193,"Walt Disney Pictures, The Montecito Picture Company, Studio AKA",17.977,6.77,Catcall
4789,Instinct,2104,"Spyglass Entertainment, Touchstone Pictures",12.137,6.55,Gossamer Conglomerate
4790,The Rhythm Section,5601,"Eon Productions, Global Road Entertainment, Babieka Films, Ingenious Media, Whitebeard Films, AGC Studios, Paramount",14.002,8.99,A Thousand Cypresses
4791,Little Big Man,725,"Cinema Center Films, Stockbridge-Hiller Productions",14.622,6.28,Fuck Team 5 1
4792,Hard to Kill,963,"Warner Bros. Pictures, Lee Rich Productions",20.03,3.9,Angel's Wing
4793,Metal Lords,4318,Bighead Littlehead,16.132,9.29,Im Wald der Feen
4794,W.,981,"Ixtlan Productions, JCE Movies, Global Entertainment Group, Lionsgate",9.756,1.97,SAQ : 100 ans d’histoire
4795,"The Cook, the Thief, His Wife & Her Lover",8246,"Allarts, Elsevier-Vendex Film Beheer, Allarts Cook, Erato Films, Film4 Productions",20.697,1.55,La voyante
4796,Alone in the Dark,7769,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions, Infogrames Entertainment, AITD Productions",12.328,7.14,Meihōdō
4797,White Fang,4910,"Walt Disney Pictures, Silver Screen Partners IV, Hybrid Productions Inc.",14.784,6.12,Constructor
4798,Behaving Badly,4535,"Starboard Entertainment, Mad Chance",13.153,3.43,Tiên Nữ Không Kiêng Cử
4799,Thinner,9841,"Spelling Films, Paramount",17.39,8.94,Old Times
4800,But I'm a Cheerleader,7012,"Ignite Entertainment, Lionsgate, The Kushner-Locke Company",13.44,8.86,Demoness from Thousand Years
4801,Everly,5016,"Dimension Films, Crime Scene Pictures, RADiUS-TWC, Vega Baby, Anonymous Content",19.331,6.23,The Parisienne and the Prudes
4802,The Believer,2676,"Seven Arts Pictures, Fuller Films",16.084,4.94,Lucky
4803,Friends with Money,9393,This Is That Productions,14.916,8.49,Amuse Bouche
4804,Everything Must Go,4086,IM Global,13.785,8.64,Pappy's World
4805,Popeye,8182,"Walt Disney Productions, Paramount",18.779,2.89,Time of Darkness
4806,Sleuth,2825,Palomar Pictures International,9.879,6.63,Hourglass
4807,Conviction,13,"Pantheon Entertainment Corporation, Omega Entertainment, Longfellow Pictures, Oceana Media Finance, Prescience, Innocence Productions",17.232,5.94,The Last Exit
4808,Crossroads,2051,"Paramount, MTV Films, Zomba Films, Summit Entertainment",12.335,2.35,Bernard Allison: Kentucky Fried Blues
4809,Far from Heaven,7042,"Killer Films, Section Eight, John Wells Productions, Vulcan Productions, USA Films, TF1 International, Clear Blue Sky Productions, Focus Features",15.271,8.79,Da Pinche Code
4810,The Rewrite,6880,Castle Rock Entertainment,9.634,7.82,Scream of the Wolf
4811,Doc Hollywood,4011,Warner Bros. Pictures,13.014,2.83,Kenya Safari
4812,Batman and Harley Quinn,3567,"DC Comics, DC Entertainment, Warner Bros. Animation",12.622,8.6,Booty Duty 10
4813,Fading Gigolo,7181,Antidote Films,10.893,3.0,The Moody Blues - Access All Areas
4814,D2: The Mighty Ducks,9696,Avnet/Kerner Productions,14.311,3.69,Works of Calder
4815,Marvin's Room,9347,"Tribeca Productions, Miramax, Scott Rudin Productions",14.066,4.27,Seguin
4816,The Grudge 3,3342,"Ozla Pictures, Stage 6 Films, Ghost House Pictures, Mandate International",21.764,7.17,Talker
4817,Great Expectations,9794,"20th Century Fox, The Linson Company",12.812,6.02,Böhse Onkelz - Live in Vienna
4818,May,6896,"A Loopy Production LLC, 2 Loop Films",10.342,5.3,How Cigarettes are Made
4819,Jeruzalem,5503,Epic Pictures Group,8.295,2.81,Dead Man's Letters
4820,Emma,5460,"Miramax, Haft Entertainment, Matchmaker Films",13.653,8.83,Barely 18 31
4821,One Piece: Stampede,2701,"Toei Animation, Toei Company",12.375,1.73,Der unendliche Planet
4822,Operation Mincemeat,9107,"See-Saw Films, Cohen Media Group, A Film Location Company, Archery Pictures, FilmNation Entertainment",16.092,7.09,"Jean Le Gac, artiste peintre"
4823,Harvey,2667,Universal International Pictures,12.368,1.75,Nisabdham
4824,House,1908,"PSC, TOHO",12.268,6.39,青山ひかる シューティング*ラブ
4825,ATM,563,"The Safran Company, Gold Circle Films, Buffalo Gal Pictures",14.003,7.13,Polisse
4826,1941,2965,"Columbia Pictures, A-Team, Universal Pictures",14.615,3.29,1923
4827,The Medium,6026,"Northern Cross, Jorkwang Films, Showbox, Finecut, GDH 559",30.869,7.28,Lanton Mills
4828,All I See Is You,9933,"2DUX², SC Films International, Wing and a Prayer Pictures, LINK Entertainment, SC Films Thailand Co.",9.402,4.11,Be Somebody
4829,Deathgasm,8016,"Timpson Films, MPI Media Group, Metalheads, New Zealand Film Commission",7.861,8.01,An American Love Story
4830,"Batman: The Long Halloween, Part One",354,"DC Entertainment, Warner Bros. Animation",15.786,6.65,A Story of West Coast Lumber
4831,Black Dynamite,9690,"Six Point Harness, Destination Films, Goliath Entertainment, Ars Nova",7.493,1.82,"Papa, maman, cest aujourdhui que je me fais baiser"
4832,World's Greatest Dad,5480,"Magnolia Pictures, Jerkschool Productions",17.79,9.06,The Interview
4833,Earth to Echo,723,"Panay Films, Walt Disney Pictures",9.919,9.21,Karkalou
4834,Wonder Boys,4864,"Paramount, Curtis Hanson Productions, BBC, MFF Feature Film Productions, Marubeni, Mutual Film Company, Scott Rudin Productions, TOHO-TOWA",15.102,4.29,Dormente
4835,Vampire Hunter D: Bloodlust,7870,"Madhouse, Goodhill Vision",20.169,1.02,Mr. Right
4836,Cold Skin,9934,"Kanzaman Productions, Babieka Films, The Ink Connection, Pontas Film & Literary Agency, Gran Babieka",23.557,7.98,O que houve lá fora?
4837,Rabbit Hole,7564,"Olympus Pictures, OddLot Entertainment, Blossom Films",14.026,1.71,Follow Your Inspiration 6
4838,The Rocker,6692,Fox Atomic,18.616,4.71,Love on Fire
4839,Bubba Ho-tep,6475,"Silver Sphere Corporation, Metro-Goldwyn-Mayer",13.62,7.92,The Adult
4840,Home Sweet Home Alone,7304,"20th Century Studios, Hutch Parker Entertainment",21.031,5.75,Black Eyed Susan
4841,Free Willy 2: The Adventure Home,2237,"Alcor Films, Donner/Shuler-Donner Productions, Regency Enterprises, Warner Bros. Pictures, Canal+, Warner Bros. Family Entertainment",19.703,6.65,"Der Tag, an dem die Kinder verschwanden"
4842,Nine,8817,"Relativity Media, The Weinstein Company",9.174,5.91,A Journal of Observations on Nature and Human Labor
4843,Collide,2272,"Silver Pictures, 42, Automatik Entertainment, DMG Entertainment, Hands-on Producers",14.893,3.74,Yamuna
4844,Honeymoon,6195,Fewlas Entertainment,7.526,2.81,Igor Guimarães: Benigno in Paradise
4845,Peter Pan & Wendy,1671,"Walt Disney Pictures, Whitaker Entertainment",48.291,8.92,Tail
4846,Some Kind of Beautiful,1621,"Southpaw Entertainment, Irish Dreamtime, PalmStar Media, Saban Films, Lionsgate, The Solution, Merced Media Partners, Envision Entertainment, SPD Films",10.259,7.97,The Dancing Skeleton
4847,Miracle,9803,Walt Disney Pictures,11.505,6.45,How to Build a Better Boy
4848,Bullets Over Broadway,3498,Miramax,14.295,9.81,DisPlaced: Closed Circuit
4849,Outland,171,"The Ladd Company, Outland Productions, Pinewood Studios, Warner Bros. Pictures",18.441,2.26,Bitterne Traffic Scheme
4850,The One and Only Ivan,7801,"Allison Shearmur Productions, Digital Makeup Group, Jolie Pas Productions, Walt Disney Pictures",14.161,6.0,Show Stoppers
4851,Frequently Asked Questions About Time Travel,1035,"BBC Film, Dog Lamp Films, HBO Films",12.367,1.27,The Misadventures of Merlin Jones
4852,Darkness Falls,6926,"Revolution Studios, Distant Corners Entertainment Group Inc., Blue Star Productions, Village Roadshow Pictures, Morningstar Films",17.621,8.15,170
4853,The Return of the Pink Panther,7759,"United Artists, Jewel Productions, Pimlico Films, ITC Entertainment",14.559,9.13,Love and Betrayal in India: The White Mughal
4854,Nothing to Lose,2818,"Touchstone Pictures, O Entertainment",16.102,3.69,The Films of Spencer Williams
4855,Jason and the Argonauts,7524,"Morningside Productions, Columbia Pictures",24.576,9.05,Revenge Note 1
4856,Supergirl,7518,"St. Michael Finance Limited, Artistry Limited, Investors In Industry PLC, Robert Fleming Leasing Limited, DC Comics",20.491,7.83,Katsuni: Club de Stars
4857,Sanjuro,5842,TOHO,12.26,3.67,Fairplay
4858,Brief Encounter,8115,"Cineguild, J. Arthur Rank Organisation",18.449,2.27,Placebo: Soulmates Never Die: Live in Paris 2003
4859,The Natural,8152,TriStar Pictures,14.787,9.6,All My Sons
4860,The Great Debaters,3248,"Marshall Production, The Weinstein Company, Harpo Films",18.292,4.33,Hvem skal være min mor og far?
4861,Single White Female,554,Columbia Pictures,12.661,9.8,"Harvest, and So Ye Shall Reap"
4862,The ABCs of Death,6325,Drafthouse Films,9.61,4.61,The Originals - Pra Todo Mundo Ouvir
4863,Secretariat,6353,"Walt Disney Pictures, Fast Track Productions, Mayhem Pictures",22.635,6.49,Mutu Mbi
4864,Stalag 17,1337,Paramount,16.389,9.31,The Story That Couldn't Be Printed
4865,Extract,2552,Miramax,12.536,5.61,Ooooo Canada
4866,A Little Bit of Heaven,2168,"MJW Films, Davis Entertainment, The Film Department, Mandate International",9.294,5.61,The Story of One Painting
4867,Melissa P.,6634,"Pentagrama Films, Bess Movie, Columbia Pictures",24.379,4.83,Walt Disney Treasures - Mickey Mouse in Black and White
4868,Shane,9798,Paramount,14.246,4.52,ثمن الحب
4869,The Changeling,2163,Chessman Park Productions,20.266,4.28,On the Farm
4870,El Topo,1589,Producciones Panicas,14.117,4.0,Playboy Video Playmate Calendar 1998
4871,Apex,5671,"308 Enterprises, BondIt Media Capital, Buffalo 8 Productions, Head Gear Films, Kreo Films FZ, Metrol Technology",19.126,8.41,Escuchemos a las mujeres
4872,The Joneses,2289,"Echo Lake Entertainment, Premiere Picture, 20th Century Fox",9.212,7.67,我们的七月
4873,The Intruder,1057,"Hidden Empire Film Group, Screen Gems",14.762,8.52,Operation Cross Eagles
4874,Femme Fatale,6619,"Epsilon Motion Pictures, Quinta Communications",12.998,3.34,One Day
4875,Barefoot in the Park,1703,"Nancy Enterprises Inc. (I), Paramount, Hal Wallis Productions",11.079,7.51,Vater Mutter Mörderkind
4876,Catch and Release,5405,"Relativity Media, Columbia Pictures",15.103,3.39,Destination monde - Hong Kong
4877,Last Shift,4133,Skyra Entertainment,15.546,8.2,The Marriage Circus
4878,Virus,6430,"Universal Pictures, Mutual Film Company, Dark Horse Entertainment, Valhalla Motion Pictures, Tele München Fernseh Produktionsgesellschaft (TMG), UGC PH, BBC Film, Marubeni, TOHO-TOWA",13.383,7.22,Fairfield
4879,Bulletproof,3919,Universal Pictures,13.148,1.42,When the Waves Are Gone
4880,Igor,6672,"Exodus Film Group, Exodus Productions, Metro-Goldwyn-Mayer, The Weinstein Company, CNC, Sparx Animation Studios",18.954,2.0,Unfinnished Dinner
4881,Jeremiah Johnson,1172,"Sanford Productions (III), Warner Bros. Pictures",21.449,7.7,In Ruins
4882,Blinded by the Light,3474,"New Line Cinema, Bend It Films, Ingenious Media, Levantine Films, Rakija Films, Warner Bros. Pictures, Cornerstone Films",12.343,9.18,Young Asian Cuties 4
4883,The Three Burials of Melquiades Estrada,402,"EuropaCorp, The Javelina Film Company",10.541,1.67,Voices of Transition
4884,In a Valley of Violence,7114,Blumhouse Productions,16.443,2.94,Ronald Reagan: An American Journey
4885,The Secret: Dare to Dream,5144,"Savvy Media Holdings, Covert Media, Roadside Attractions, Illumination Productions, Robert Cort Productions, Shine Box Media Group, Tri G",13.015,5.63,Galactiques
4886,Repo Man,283,"Universal Pictures, Edge City",11.471,4.71,The Antarctic Octopus
4887,Imagine That,1209,"Internationale Filmproduktion Stella-del-Sud Third, Paramount, Nickelodeon Movies, di Bonaventura Pictures, Goldcrest",22.563,2.44,それいけ！アンパンマン’94シリーズセレクション
4888,The Shaggy Dog,4346,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films",16.01,7.76,JUL-437 A Married Woman Cleaning Lady And A New Employee Are Engaged In A May-December Adultery
4889,Stargirl,3636,"BCDF Pictures, Gotham Group, Hahnscape Entertainment, Walt Disney Pictures",12.705,3.83,Wir sind Juden aus Breslau
4890,How to Steal a Million,8867,"World Wide Productions, 20th Century Fox",17.969,3.99,Hungry Hearts
4891,The Love Bug,7510,Walt Disney Productions,14.915,3.6,Chain Reaction
4892,Air America,8725,"IndieProd Company Productions, Carolco Pictures",14.769,3.98,Astro-Buds
4893,The Muppet Movie,2833,"ITC Entertainment, The Jim Henson Company",17.839,9.82,Censure
4894,The Long Goodbye,1833,"E-K-Corporation, United Artists, Lion's Gate Films",16.362,9.13,Ο τραγουδιστής και το κορίτσι του μπαρ
4895,Vanishing on 7th Street,6018,"Herrick Entertainment, Circle of Confusion, Forest Park Pictures, Mandalay Vision",14.513,4.7,Ten Tricks
4896,My Cousin Rachel,2319,"Fox Searchlight Pictures, Free Range Films, TSG Entertainment",10.83,5.28,Painting with Light
4897,Silver Bullet,8732,"International Film Corporation (II), Famous Films (II), Dino De Laurentiis Company, Paramount",18.928,9.67,Guľôčky
4898,Mean Machine,5789,SKA Films,14.467,3.93,95
4899,The Last Kingdom: Seven Kings Must Die,2113,Carnival Films,77.957,8.89,Q - The Movie
4900,Kill Command,4743,"Bandito, Vertigo Films",19.361,4.48,DAICHI MIURA LIVE TOUR 2018-2019 ONE END in Tokyo International Forum Hall A
4901,Always,6908,"Amblin Entertainment, Universal Pictures, United Artists",12.669,6.71,Blanche in der Villa der Orgien
